date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:23:07	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Jun%202023%2013:23:06%20GMT	https://marumarudd.site.live/fonts/glyphicons-halflings-regular.eot	C:/My%20Websites/Maru'Maru%201%20site/marumarudd.site.live/fonts/glyphicons-halflings-regular.eot	(from https://marumarudd.site.live/css/bootstrap.min.css)
21:23:07	87196/87196	---M--	200	added ('OK')	image/png	etag:%221549c-59947dc044a3c%22	https://heyleia.com/images/poweredBy.png	C:/My%20Websites/Maru'Maru%201%20site/heyleia.com/images/poweredBy.png	(from https://marumarudd.site.live/?site=live)
21:23:07	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Jun%202023%2013:23:06%20GMT	https://marumarudd.site.live/fonts/glyphicons-halflings-regular.eot?	C:/My%20Websites/Maru'Maru%201%20site/marumarudd.site.live/fonts/glyphicons-halflings-regulard41d.eot	(from https://marumarudd.site.live/css/bootstrap.min.css)
21:23:07	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Jun%202023%2013:23:07%20GMT	https://marumarudd.site.live/fonts/glyphicons-halflings-regular.woff	C:/My%20Websites/Maru'Maru%201%20site/marumarudd.site.live/fonts/glyphicons-halflings-regular.woff	(from https://marumarudd.site.live/css/bootstrap.min.css)
21:23:08	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Jun%202023%2013:23:07%20GMT	https://marumarudd.site.live/fonts/glyphicons-halflings-regular.ttf	C:/My%20Websites/Maru'Maru%201%20site/marumarudd.site.live/fonts/glyphicons-halflings-regular.ttf	(from https://marumarudd.site.live/css/bootstrap.min.css)
21:23:08	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Jun%202023%2013:23:07%20GMT	https://marumarudd.site.live/fonts/glyphicons-halflings-regular.svg	C:/My%20Websites/Maru'Maru%201%20site/marumarudd.site.live/fonts/glyphicons-halflings-regular.svg	(from https://marumarudd.site.live/css/bootstrap.min.css)
21:23:08	15287/15287	---M--	200	added ('OK')	image/png	etag:%223bb7-58f755e530d00%22	https://marumarudd.site.live/lib/fancybox/fancybox.png	C:/My%20Websites/Maru'Maru%201%20site/marumarudd.site.live/lib/fancybox/fancybox.png	(from https://marumarudd.site.live/lib/fancybox/jquery.fancybox-1.3.4.css)
21:23:08	43/43	---M--	200	added ('OK')	image/gif	etag:%222b-58f755e624f40%22	https://marumarudd.site.live/lib/fancybox/blank.gif	C:/My%20Websites/Maru'Maru%201%20site/marumarudd.site.live/lib/fancybox/blank.gif	(from https://marumarudd.site.live/lib/fancybox/jquery.fancybox-1.3.4.css)
21:23:09	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Jun%202023%2013:23:08%20GMT	https://marumarudd.site.live/lib/fancybox/fancybox-x.png	C:/My%20Websites/Maru'Maru%201%20site/marumarudd.site.live/lib/fancybox/fancybox-x.png	(from https://marumarudd.site.live/lib/fancybox/jquery.fancybox-1.3.4.css)
21:23:09	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Jun%202023%2013:23:08%20GMT	https://marumarudd.site.live/lib/fancybox/fancybox-y.png	C:/My%20Websites/Maru'Maru%201%20site/marumarudd.site.live/lib/fancybox/fancybox-y.png	(from https://marumarudd.site.live/lib/fancybox/jquery.fancybox-1.3.4.css)
21:23:09	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Jun%202023%2013:23:09%20GMT	https://marumarudd.site.live/lib/fancybox/fancy_title_over.png	C:/My%20Websites/Maru'Maru%201%20site/marumarudd.site.live/lib/fancybox/fancy_title_over.png	(from https://marumarudd.site.live/lib/fancybox/jquery.fancybox-1.3.4.css)
21:23:10	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Jun%202023%2013:23:09%20GMT	https://marumarudd.site.live/lib/fancybox/fancybox/fancy_close.png	C:/My%20Websites/Maru'Maru%201%20site/marumarudd.site.live/lib/fancybox/fancybox/fancy_close.png	(from https://marumarudd.site.live/lib/fancybox/jquery.fancybox-1.3.4.css)
21:23:10	196/196	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Jun%202023%2013:23:09%20GMT	https://marumarudd.site.live/lib/fancybox/fancybox/fancy_nav_left.png	C:/My%20Websites/Maru'Maru%201%20site/marumarudd.site.live/lib/fancybox/fancybox/fancy_nav_left.png	(from https://marumarudd.site.live/lib/fancybox/jquery.fancybox-1.3.4.css)
